words,808s & Heartbreak,Graduation,JESUS IS KING,Late Registration,My Beautiful Dark Twisted Fantasy,The College Dropout,The Life of Pablo,Yeezus,ye
starstudded,0,0,0,1,0,0,0,0,0
start,1,4,4,3,4,3,3,2,0
started,0,1,0,1,0,3,0,0,0
starter,0,0,0,0,0,1,0,0,0
starve,0,0,2,0,0,0,0,0,0
state,0,0,0,0,0,3,0,0,1
statue,0,0,2,0,0,0,0,0,0
status,0,1,0,0,0,0,0,0,0
stay,2,5,0,4,3,3,1,1,0
stayed,0,0,0,0,0,0,1,0,1
stayin,0,0,0,0,1,2,0,0,0
stcentury,0,0,0,0,1,0,0,0,0
stead,0,0,0,0,0,0,0,1,0
steada,0,1,0,0,0,0,0,0,0
steal,0,0,0,1,0,0,0,0,0
stealing,0,0,0,1,0,0,1,0,0
steam,0,0,0,0,1,1,0,0,0
steeple,0,1,0,0,0,0,0,0,0
steering,0,0,0,0,0,1,0,0,0
step,0,1,0,3,1,1,1,1,0
stephen,1,0,0,0,0,0,0,0,0
steppin,0,0,2,0,0,0,0,1,0
stetson,0,0,0,0,1,0,0,0,0
steve,0,0,0,0,0,0,3,0,0
steven,0,0,0,0,0,1,0,0,0
stevie,0,0,0,0,0,1,0,0,0
stick,0,0,0,2,1,1,1,0,1
stickim,0,0,0,1,0,0,0,0,0
stickin,0,0,0,0,0,1,0,0,0
stimulate,0,0,0,1,0,0,0,0,0
stitch,0,1,0,0,0,0,0,0,0
stole,0,1,0,0,1,2,2,1,0
stolenever,0,0,0,0,0,1,0,0,0
stomach,0,0,0,0,0,1,1,0,0
stomp,0,0,0,0,1,0,0,0,0
stone,2,0,0,1,1,1,0,0,0
stood,0,0,0,0,0,0,1,0,0
stoop,0,0,0,0,0,1,0,0,0
stopped,0,0,0,0,1,0,0,0,0
store,0,1,2,2,1,2,5,1,0
storm,0,0,4,0,0,1,0,0,0
stormy,0,0,0,0,0,0,0,0,1
story,2,3,0,0,0,2,1,0,1
stove,0,1,0,1,0,0,1,0,1
straight,1,1,0,1,2,3,1,1,0
straighten,0,1,0,0,0,0,0,0,0
strange,0,0,0,0,0,0,0,1,0
stranger,0,0,0,0,1,0,0,0,0
strategizin,0,0,0,0,0,0,0,0,1
stratosphere,0,0,0,0,0,0,0,0,1
street,1,2,2,2,2,5,4,0,0
streetness,0,1,0,0,0,0,0,0,0
strength,0,0,4,0,0,0,1,0,0
strengthen,0,0,2,0,0,0,0,0,0
stress,0,0,0,0,1,0,0,0,0
stretch,0,0,2,0,1,0,2,0,0
strike,0,0,2,0,0,0,0,0,0
string,0,0,0,1,1,0,0,0,0
strip,0,1,0,1,0,1,0,0,0
stripe,0,0,0,0,0,0,0,0,1
stripped,0,0,0,0,1,0,0,0,0
stripper,0,0,0,1,0,1,1,0,0
strive,1,0,0,0,0,0,0,0,0
striving,0,0,0,1,0,0,0,0,0
strobe,0,0,0,0,1,0,0,0,0
strokin,0,0,0,0,1,0,0,0,0
stroll,0,0,0,1,0,0,0,0,0
strong,0,0,2,1,0,1,1,0,0
stronger,0,1,0,0,0,0,0,0,0
struck,0,0,0,0,0,0,0,1,0
struggle,0,0,0,0,0,1,0,0,0
strugglin,0,0,0,1,0,0,0,0,0
struggling,0,0,0,0,0,0,0,0,1
stub,0,0,0,0,0,0,1,0,0
stuck,0,0,0,1,0,1,1,0,1
student,0,1,0,1,1,0,0,0,0
studio,0,0,0,2,0,1,0,0,0
study,0,1,0,0,0,0,0,0,0
stuff,0,0,0,0,0,3,1,0,0
stumble,0,0,0,0,1,0,0,0,0
stumbled,0,1,0,0,0,0,0,0,0
stunna,0,0,0,0,0,0,1,0,0
stunt,0,1,0,0,0,0,0,0,0
stuntin,0,0,0,1,0,0,0,0,0
stunting,0,0,0,0,1,0,0,0,0
stupid,0,1,0,1,1,2,0,0,0
stupidly,0,1,0,0,0,0,0,0,0
stuy,0,0,0,0,0,1,0,0,0
style,0,3,0,1,2,2,0,0,0
stylist,0,1,0,0,0,0,0,0,0
stype,0,0,0,1,0,0,0,0,0
styrofoam,0,0,0,1,0,0,0,0,0
su,0,0,0,0,0,0,0,1,0
submission,0,0,0,0,0,0,1,0,0
subsidized,0,0,0,1,0,0,0,0,0
success,0,0,0,0,1,0,0,1,0
successful,0,0,0,0,1,0,0,0,1
suck,0,0,0,0,1,1,1,0,0
sucked,0,0,0,0,1,0,0,1,0
suckin,0,0,0,0,0,0,1,0,0
sue,0,0,0,0,0,1,0,0,0
suh,0,0,0,0,0,0,0,1,0
suicide,0,1,0,0,0,0,0,0,0
suing,0,1,0,0,0,0,0,0,0
suit,0,0,0,0,2,2,0,0,0
sumeke,0,0,0,0,0,1,0,0,0
summer,0,1,0,2,0,3,0,1,0
summertime,1,2,0,0,1,0,0,1,0
sun,1,0,2,0,1,1,3,0,2
sunday,0,0,6,2,0,1,1,0,1
sundress,0,0,0,0,0,0,0,0,1
sunlight,0,0,0,1,0,0,0,0,0
sunny,0,1,0,1,0,0,0,0,0
sunshine,0,0,0,1,0,1,0,0,0
super,0,0,0,1,0,2,0,1,0
superficial,0,0,0,1,0,0,0,0,0
superhero,0,0,0,0,1,0,0,0,1
supermodel,0,0,0,0,0,0,0,0,1
supernova,0,0,2,0,0,0,0,0,0
superofficial,0,0,0,1,0,0,0,0,0
superpower,0,0,0,0,0,0,0,0,1
superstar,0,0,0,0,0,1,1,0,0
supplied,0,0,2,0,0,0,0,0,0
support,0,0,0,1,0,1,1,0,0
supported,0,0,0,1,0,0,0,0,0
supportive,0,0,0,0,1,0,0,0,0
suppose,0,1,0,0,0,0,0,0,0
supposed,0,2,0,4,1,2,2,0,1
surface,0,0,0,0,1,0,0,0,0
surfer,0,0,0,0,0,0,1,0,0
surgeon,0,1,0,0,0,0,0,0,0
surgery,0,1,0,0,0,1,0,0,0
surprise,0,1,0,0,1,0,0,0,0
surrounded,0,0,0,0,0,0,1,0,0
surroundin,0,0,0,0,0,0,0,1,0
survive,0,0,0,0,2,1,0,1,0
survived,0,0,2,1,0,0,1,0,0
survivin,0,0,0,0,1,0,0,0,0
survivor,0,0,0,0,0,1,0,0,0
swag,0,1,0,0,0,0,0,1,0
swaggy,0,0,0,0,0,0,1,0,0
swaghili,0,0,0,0,0,0,0,1,0
swallower,0,0,0,0,0,0,0,1,0
swallowship,0,0,0,0,1,0,0,0,0
swamp,0,0,0,0,1,0,0,0,0
swarming,0,0,0,0,0,0,1,0,0
sway,0,0,0,0,0,0,0,0,1
swear,0,0,0,0,1,4,0,0,1
sweat,0,0,0,2,1,1,0,0,0
sweater,0,0,0,0,1,0,0,0,0
sweating,0,0,0,0,0,1,0,0,0
sweatshirt,0,0,0,0,0,0,1,0,0
sweeping,0,0,0,0,1,0,0,0,0
sweepstakes,0,0,0,0,1,0,0,0,0
sweet,0,1,0,1,1,2,1,1,0
sweeter,0,0,0,0,0,1,0,0,0
sweetheart,0,1,0,0,0,0,0,0,0
sweetie,0,0,0,0,0,1,0,0,0
swept,0,0,0,1,0,0,0,0,0
swerve,0,0,0,0,0,1,0,0,0
swim,0,0,0,0,1,0,0,0,0
swish,0,0,0,0,0,0,1,0,0
switch,0,1,2,1,0,0,1,0,0
switched,0,0,0,0,0,0,1,0,0
swizz,0,0,0,0,1,0,2,1,0
swole,0,0,0,0,0,0,1,0,0
swore,0,1,0,0,0,0,0,0,0
sworn,0,0,0,0,0,1,0,0,0
syleena,0,0,0,0,0,1,0,0,0
synonym,0,0,0,0,0,1,0,0,0
syrup,0,0,0,1,0,0,0,0,0
system,1,0,0,1,1,0,0,0,0
sötét,0,0,0,0,0,0,0,1,0
tab,0,1,0,0,0,0,0,0,0
table,0,0,0,0,0,1,1,2,1
tacchini,0,0,0,0,1,0,0,0,0
taco,0,0,0,1,0,0,0,0,0
tada,0,0,0,0,1,0,0,0,0
tag,0,0,0,0,2,0,0,0,0
tahoe,0,1,0,0,0,0,0,0,0
tai,0,0,0,0,1,0,0,0,0
takin,0,0,0,2,0,0,1,0,1
tale,1,0,0,0,1,0,0,0,0
talib,0,0,0,1,0,1,0,0,0
talk,4,6,4,5,3,5,4,1,2
talked,0,2,0,0,0,0,2,1,0
talkin,1,2,0,5,1,4,2,1,2
talking,0,3,0,2,0,3,0,0,0
tall,0,0,0,2,1,1,0,1,0
tammy,0,0,0,0,0,1,0,0,0
tang,0,0,0,0,0,1,0,0,0
tank,0,1,0,0,0,0,0,0,0
tanned,0,0,0,0,0,1,0,0,0
tantrum,0,0,0,1,1,0,0,0,0
tape,0,1,0,1,0,2,0,0,0
tapeworm,0,0,0,0,1,0,0,0,0
taste,0,0,0,1,1,0,0,0,1
tastebud,0,0,0,0,0,0,1,0,0
tasteless,0,0,0,0,1,0,0,0,0
tattoo,0,0,0,0,0,0,0,1,0
tattooed,0,0,0,0,1,1,0,0,0
taught,0,0,0,0,1,1,1,0,0
tax,0,0,0,0,0,1,0,0,0
taylor,0,0,0,0,1,0,2,0,0
tbd,0,0,0,0,0,0,0,0,1
tea,0,0,0,0,0,0,1,0,0
teach,0,1,0,0,0,0,0,0,0
teacher,0,0,0,1,1,3,0,0,0
teairra,0,0,0,1,0,0,0,0,0
team,0,1,0,2,1,2,1,0,0
teamed,0,0,0,0,0,0,0,1,0
tear,0,1,0,2,3,1,1,1,0
tease,0,0,0,2,0,0,0,0,0
tec9,0,0,0,0,0,1,0,0,0
technomarine,0,0,0,0,0,1,0,0,0
teddy,0,0,0,0,1,1,0,0,0
teeth,0,1,0,0,2,0,0,0,0
tek,0,0,0,0,0,0,0,2,0
televised,0,0,0,0,0,1,0,0,0
tellin,0,0,2,1,0,5,0,1,0
telling,0,0,0,3,0,1,0,0,0
temper,0,0,0,0,0,1,0,0,0
tempo,0,0,0,1,0,0,0,0,0
temptation,0,0,2,0,0,1,0,0,0
ten,0,0,0,1,1,1,0,0,0
tender,0,0,0,0,0,1,0,0,0
tenement,0,0,0,1,0,0,0,0,0
tenthousand,0,0,0,0,0,0,1,0,0
tention,0,0,0,0,1,0,0,0,0
tequila,0,1,0,0,0,0,0,0,0
term,0,1,0,0,0,1,0,0,0
terrific,0,0,0,0,0,1,0,0,0
terrorism,0,0,0,1,0,1,0,0,0
test,0,1,0,0,0,0,1,0,1
testarossas,0,0,0,0,1,0,0,0,0
tested,0,1,0,0,0,0,0,0,0
testify,0,0,0,1,0,0,0,0,0
testimony,0,0,0,0,0,0,1,0,0
testin,0,0,0,0,0,0,0,0,1
texas,0,0,0,0,0,1,0,0,0
text,0,0,2,0,1,0,2,0,1
textile,0,0,0,0,0,0,0,1,0
textin,0,0,0,0,0,0,1,0,0
teyana,0,0,0,0,1,0,1,0,0
tha,0,0,0,1,0,0,0,0,0
thang,0,2,0,0,0,0,0,0,0
thangs,0,0,0,1,0,0,0,0,0
thanksgivin,0,0,0,0,0,0,0,1,0
thanksgiving,0,0,0,0,0,1,0,0,0
thatd,1,0,0,0,0,0,1,0,0
thedream,0,0,0,0,0,0,3,0,0
thee,0,0,0,0,0,1,0,0,0
theme,0,1,0,0,1,0,0,1,1
themim,0,1,0,0,0,0,0,0,0
thenthen,0,0,0,1,0,0,0,0,0
therell,0,0,0,1,0,0,0,0,0
theyll,1,0,2,0,1,0,1,1,2
theyve,0,0,0,0,0,0,1,0,0
thick,0,0,0,0,1,0,1,0,1
thicker,0,0,0,0,0,1,0,0,0
thief,0,0,0,1,0,0,0,0,0
thigh,0,0,0,1,0,0,0,0,0
thing,6,3,4,6,5,6,8,3,4
thinkin,1,1,0,1,0,1,2,0,2
thinking,0,1,0,3,2,1,2,0,0
thinner,0,0,0,0,0,1,0,0,0
thirsty,0,0,0,0,0,2,0,1,0
thirteenth,0,0,4,0,0,0,0,0,0
thirty,0,0,0,1,2,0,0,1,0
thirtyone,0,0,0,1,0,0,0,0,0
thots,0,0,0,0,0,0,1,0,1
thought,2,4,2,8,3,5,5,2,2
threatened,0,0,0,0,0,0,1,0,0
threesome,0,0,0,0,0,0,0,0,1
threw,0,0,0,1,0,0,0,0,0
throne,0,0,2,0,1,0,0,0,0
throw,0,3,2,6,1,6,2,1,0
throwed,0,0,0,0,0,0,1,0,0
throwin,0,0,0,0,2,1,0,1,0
throwing,0,0,0,1,1,0,0,0,0
thrown,0,0,0,1,0,0,0,0,0
ththat,0,1,0,0,0,0,0,0,0
thththrow,0,0,0,0,0,1,0,0,0
thug,0,0,0,1,1,2,2,0,0
thuggin,0,0,0,0,0,0,1,0,0
thugging,0,1,0,0,0,0,0,0,0
thursday,0,0,0,0,0,0,2,1,0
thy,0,0,2,0,0,0,0,0,0
ticket,0,1,0,2,0,2,2,0,0
ticking,0,0,0,0,1,0,0,0,0
tie,0,0,0,0,1,0,1,0,0
tiger,0,0,0,0,1,1,0,0,0
tight,0,1,0,0,0,3,0,2,0
tights,0,0,0,0,1,0,0,0,0
till,0,2,0,0,0,1,0,0,0
tim,0,0,0,1,0,0,1,0,0
timbaland,0,1,0,0,0,0,0,0,0
timbs,0,0,0,0,1,0,0,1,0
timbuck,0,0,0,0,0,0,1,0,0
time,5,8,8,10,9,10,11,4,5
timin,0,0,0,1,0,0,0,0,0
ting,0,0,0,0,0,0,0,1,0
tint,0,0,0,1,0,0,1,0,0
tipping,0,0,0,1,0,0,0,0,0
tippy,0,0,0,0,0,1,0,0,0
tiptoe,0,0,0,1,0,0,0,0,0
tire,0,0,0,0,0,0,1,0,0
tired,0,0,0,1,1,3,0,1,0
tissue,0,1,0,0,0,0,0,0,0
tit,0,0,0,0,0,0,1,0,0
titanic,0,0,0,1,0,0,0,0,0
tithe,0,1,2,0,0,0,0,0,0
titty,0,0,0,0,1,0,0,1,2
tk,0,0,0,0,0,0,1,0,0
tl,0,0,0,0,0,0,1,0,0
tmz,0,0,0,0,0,0,0,0,1
tnght,0,0,0,0,0,0,0,1,0
toast,0,0,0,0,1,1,0,0,0
today,0,2,0,7,2,0,0,1,1
toe,0,1,0,0,0,0,0,1,0
token,0,0,0,0,0,1,0,0,0
told,2,8,6,6,6,8,6,1,3
tom,0,0,0,0,0,1,0,0,0
tomb,0,1,0,0,0,0,0,1,0
tomorrow,0,1,0,2,0,0,0,0,0
tone,0,0,0,0,0,0,1,0,0
tongue,0,0,2,1,1,0,0,0,1
tonight,3,1,0,1,1,1,0,0,0
tonka,0,0,0,0,1,0,0,0,0
tony,0,0,0,3,3,1,1,0,0
tool,0,0,2,0,1,0,0,0,0
toomp,0,3,0,0,0,0,0,0,0
tooth,0,0,0,0,0,0,0,0,1
toothpick,0,0,0,0,0,1,0,0,0
top,0,3,0,3,3,4,1,2,2
tore,0,0,0,1,0,0,0,1,0
toss,0,0,0,0,0,1,0,0,0
totem,0,1,0,0,0,0,0,0,0
touch,2,2,0,2,0,2,1,1,0
touched,0,1,0,0,0,0,0,0,0
touchedup,0,0,0,1,0,0,0,0,0
touché,0,0,0,1,0,0,0,0,0
tough,0,1,0,1,0,0,0,0,0
tour,1,2,0,1,1,1,0,0,0
tow,0,0,0,0,0,1,0,0,0
towel,0,0,0,1,0,0,0,0,0
town,0,2,0,2,1,0,4,1,0
toy,0,0,0,0,1,1,0,0,0
tpain,0,1,0,0,0,0,0,0,0
tracey,0,1,0,0,0,0,0,0,0
tracie,0,0,0,0,0,1,0,0,0
track,0,0,0,3,4,5,1,0,0
tracked,0,0,0,0,0,1,0,0,0
trade,0,1,0,2,0,0,0,0,0
tradition,0,0,0,0,0,1,0,0,0
traffic,0,0,0,0,0,1,0,0,0
tragedy,0,0,0,0,0,1,0,0,0
trail,0,0,0,0,0,0,1,0,0
train,0,0,2,0,2,2,0,0,0
trainer,0,0,0,0,0,0,1,0,0
training,0,0,0,1,0,0,0,0,0
trait,0,0,0,0,0,0,0,0,1
translate,0,1,0,0,0,0,0,0,0
translation,0,0,0,0,1,0,0,0,0
trap,0,0,0,0,2,0,0,0,0
trapped,0,0,0,1,0,0,0,0,0
travi,0,0,0,0,0,0,1,0,0
travis,0,0,0,0,0,0,0,2,0
travolta,0,1,0,0,0,0,0,0,0
treasure,0,1,0,0,1,0,0,0,0
treat,0,0,0,1,2,1,2,1,0
treatin,0,0,0,0,0,0,1,0,0
treaty,0,0,2,0,0,0,0,0,0
tree,0,1,2,2,0,0,0,1,0
tremblin,0,0,2,0,0,0,0,0,0
trench,0,0,0,0,0,0,1,0,0
trend,0,0,0,0,0,1,0,0,0
trending,0,0,0,0,0,0,1,0,0
trey,0,0,0,0,0,1,0,0,0
tribe,0,0,2,1,0,2,1,0,0
tribeca,0,0,0,0,0,0,1,0,0
trick,0,0,0,0,1,0,0,0,0
trickin,0,0,0,0,0,1,0,0,0
triflin,0,0,0,1,0,0,0,0,0
trina,0,0,0,1,0,0,0,0,0
trio,0,0,0,0,0,0,0,1,0
trip,0,2,0,0,1,1,1,1,0
tripledouble,0,0,0,0,1,0,0,0,0
trippin,0,1,0,0,0,0,1,0,0
tripping,0,0,0,0,1,0,0,0,0
tristan,0,0,0,0,0,0,0,0,1
triumph,0,0,0,0,0,1,0,0,0
tro,0,0,0,0,0,1,0,0,0
trojan,0,0,0,0,1,0,0,1,0
troll,0,0,0,0,0,0,1,0,0
trollin,0,0,0,0,0,0,0,0,1
tron,0,0,0,0,0,0,0,1,0
troop,0,0,0,1,0,0,0,0,0
trouble,0,0,0,0,1,0,0,0,0
truce,0,0,0,0,2,0,0,0,0
truck,0,0,0,1,0,1,0,0,0
true,3,2,2,2,0,1,2,0,1
truest,0,0,0,0,1,0,0,0,0
trump,0,0,0,0,1,0,0,0,0
trunk,0,1,2,1,0,1,0,0,0
trust,0,0,0,0,0,0,2,0,0
truth,1,0,2,2,3,1,2,0,1
tryin,0,2,2,8,0,5,0,1,2
tryna,1,1,4,2,3,7,5,4,1
tryst,0,1,0,0,0,0,0,0,0
tshirt,0,0,0,0,0,0,1,0,0
tshirts,0,0,0,1,0,0,0,0,0
tsunami,0,0,0,0,0,0,1,0,0
tub,0,0,0,1,0,0,0,0,0
tube,0,0,0,0,1,0,0,0,0
tubin,0,0,2,0,0,0,0,0,0
tubman,0,0,0,0,0,0,1,0,0
tuck,0,0,0,0,0,1,0,0,0
tucker,0,0,0,0,0,0,1,0,0
tudor,0,1,0,0,0,0,0,0,0
tuesday,0,0,0,1,0,0,0,0,0
tuition,0,0,0,0,0,1,0,0,0
tummy,0,0,0,0,0,1,0,0,0
tune,0,1,2,0,0,1,0,0,0
turbo,0,0,0,0,0,0,1,0,0
turn,2,1,4,5,4,3,6,3,3
turned,1,0,0,0,0,2,2,1,1
turner,0,0,0,0,1,0,0,0,0
turning,0,0,0,1,0,0,0,0,0
turnt,0,0,0,0,0,0,0,1,0
tux,0,0,0,0,1,0,1,0,0
tuxedo,0,1,0,0,0,0,0,0,0
tv,1,3,0,3,0,4,0,0,1
tweakin,0,0,0,0,0,0,0,0,2
tweaking,0,0,0,0,0,0,1,0,0
tweet,0,0,0,0,0,1,1,0,0
twelve,0,0,0,1,0,2,0,0,0
twenty,0,0,0,1,1,1,1,0,0
twentyfive,0,0,0,0,0,1,0,0,0
twentyfour,0,0,0,0,1,0,0,0,0
twentyone,0,0,0,0,1,0,0,0,0
twilite,0,0,0,0,0,0,1,0,0
twin,0,0,0,0,0,0,0,1,0
twist,0,0,0,0,0,1,1,0,0
twista,0,0,0,0,1,2,0,0,0
twisted,0,0,0,0,1,1,0,0,0
twistin,0,0,0,0,0,0,1,0,0
twitter,0,0,0,0,0,0,1,0,0
twothousanddollar,0,0,0,0,0,0,0,1,0
ty,0,0,2,0,0,0,2,0,3
tyco,0,0,0,1,0,0,0,0,0
tylenol,0,0,0,1,0,0,0,0,0
tyler,0,0,2,0,0,1,1,0,0
type,0,0,0,1,1,1,1,0,4
typewrite,0,0,2,0,0,0,0,0,0
tyson,0,0,0,1,0,0,0,0,0
tyty,0,0,0,0,0,1,0,0,0
tó,0,0,0,0,0,0,0,1,0
ugh,0,0,0,2,0,5,2,1,0
ugliest,0,0,0,0,0,1,0,0,0
ugly,0,0,0,0,0,1,0,0,0
uh,2,5,2,6,4,7,3,3,2
uhaul,0,0,0,1,0,1,0,0,0
uhh,0,1,0,1,0,1,0,0,1
uhhuh,0,0,0,1,0,2,0,2,0
uhhuhhum,0,1,0,0,0,0,0,0,0
uhmwell,0,0,0,0,0,0,1,0,0
uhoh,0,0,0,0,0,0,1,0,0
uhuh,0,1,0,4,0,2,0,0,0
uhuhuh,0,0,0,1,0,0,0,0,0
ulcer,0,0,0,0,1,0,0,0,0
ultimate,0,0,0,0,0,0,1,0,0
ultra,0,1,0,0,0,0,0,0,0
ultrabeam,0,0,2,0,0,0,0,0,0
ultralight,0,0,0,0,0,0,2,0,0
um,0,0,0,2,0,2,0,0,0
umbrella,0,0,0,0,0,1,0,0,0
unanimous,0,0,0,0,0,0,1,0,0
unbreakable,0,0,0,1,0,1,0,0,0
uncamry,0,0,0,0,1,0,0,0,0
uncanny,0,0,0,0,1,0,0,0,0
uncle,0,0,0,0,1,1,0,1,0
unclear,0,0,0,0,0,1,0,0,0
underachievin,0,0,0,1,0,0,0,0,0
underarm,0,0,0,1,0,0,0,0,0
undercovers,0,0,2,0,0,0,0,0,0
underdog,0,1,0,0,0,0,0,0,0
underground,0,0,0,0,0,1,1,0,0
underpaid,0,0,0,0,1,0,0,0,0
understand,0,1,2,0,0,3,3,0,0
understands,0,0,0,0,0,1,1,0,0
undress,0,0,0,1,0,0,0,0,0
unemployment,0,0,0,0,1,0,0,0,0
unfollow,0,0,0,0,0,0,1,0,0
unheld,0,0,0,1,0,0,0,0,0
unholy,0,0,0,0,0,0,0,1,0
uninspired,0,0,0,0,0,0,1,0,0
union,0,0,0,0,0,0,2,0,0
unit,0,0,0,0,0,0,1,0,0
united,0,0,0,0,1,1,0,0,0
university,0,0,0,0,1,0,0,0,0
unmistakable,0,0,0,1,0,0,0,0,0
unpacked,0,0,0,0,0,1,0,0,0
unprofessional,0,0,0,1,0,0,0,0,0
unseasoned,0,0,0,0,0,0,1,0,0
unswallow,0,0,0,0,0,0,1,0,0
unthawed,0,0,0,1,0,0,0,0,0
untold,0,0,0,0,1,0,0,0,0
unusual,0,1,0,0,0,0,0,0,0
unwanted,0,0,0,0,0,0,1,0,0
uplifting,0,0,0,0,0,1,0,0,0
upped,0,1,0,0,0,0,0,0,0
upper,0,0,0,1,0,0,0,0,0
upsidedown,0,0,0,0,1,0,0,0,0
urkels,0,0,0,0,1,0,0,0,0
urrr,0,0,0,0,0,0,1,0,0
usd,0,0,0,0,0,0,0,0,1
usher,0,0,0,2,0,0,0,0,0
usin,0,0,0,0,0,1,0,0,0
uzi,0,0,0,0,0,0,1,0,0
va,0,1,0,0,0,0,0,0,0
vacation,1,0,0,0,0,0,0,1,0
vacay,0,0,0,0,0,0,1,0,0
vagina,0,0,0,0,1,0,0,0,0
valedictorian,0,1,0,0,0,0,0,0,0
valentine,0,0,0,0,1,0,0,0,0
valet,0,0,0,1,0,0,0,0,0
valley,0,0,0,0,0,1,0,0,0
valuable,0,0,0,0,0,0,0,0,1
vampire,0,0,0,0,1,0,0,0,0
van,0,1,0,1,0,0,1,0,0
vandross,0,0,0,0,0,1,0,0,0
vanessa,0,0,0,0,0,0,1,0,0
vanilla,0,0,0,0,0,1,0,0,0
vault,0,0,0,0,2,0,0,0,0
vega,0,1,2,2,1,0,0,0,0
veggie,0,0,0,0,0,0,1,0,0
veil,0,0,0,0,0,0,1,0,0
vein,0,0,0,0,1,0,0,0,0
verge,0,0,0,1,0,0,0,0,0
vernon,0,0,0,0,3,0,0,3,0
versace,0,1,0,0,1,0,1,0,0
versailles,0,0,0,0,0,0,1,0,0
versaysee,0,0,0,0,0,1,0,0,0
verse,1,0,12,2,3,1,4,3,0
version,0,0,0,1,0,0,1,0,0
vert,0,0,0,0,0,0,1,0,0
vertebra,0,0,0,0,1,0,0,0,0
vertical,0,0,0,0,1,0,0,0,0
vertigo,0,0,0,0,1,0,0,0,0
vibe,2,1,0,3,0,0,1,0,0
vibration,0,0,0,0,0,1,0,0,0
vic,0,0,0,0,0,0,2,0,0
vicious,0,0,0,0,0,0,1,0,0
victim,0,0,0,0,0,1,1,0,0
victoria,0,0,0,0,0,0,1,0,0
victorious,1,0,0,0,0,0,0,0,0
victory,1,0,0,0,1,0,0,0,0
video,0,0,0,1,2,4,1,1,0
videotape,0,0,0,0,0,1,0,0,0
vie,0,0,0,0,0,0,0,1,0
vietnam,0,0,0,1,0,0,0,0,0
view,0,1,0,0,0,1,0,0,0
village,0,0,0,0,1,0,0,0,0
villain,0,0,0,0,1,0,0,0,0
vinci,0,0,0,0,0,0,1,0,0
vinyl,0,0,0,0,1,0,0,0,0
violent,0,0,0,0,1,0,0,0,1
viper,0,0,2,0,0,0,0,0,0
virgil,0,0,0,0,0,0,0,1,0
virgin,0,1,0,1,0,0,0,0,0
visa,0,1,2,0,0,0,0,0,0
visible,0,0,0,0,0,0,1,0,0
vision,2,0,2,0,0,0,1,0,0
visit,0,1,0,0,1,0,0,0,0
visitation,0,0,0,0,1,0,0,0,0
visitin,0,0,0,0,0,1,0,0,0
visiting,0,0,0,1,0,0,0,0,0
visual,0,0,0,0,1,0,0,0,0
vivid,0,1,0,0,0,0,0,0,0
vlone,0,0,0,0,0,0,1,0,0
vocal,0,1,0,1,2,0,1,0,0
vocalizing,0,1,0,0,0,0,0,0,0
vodka,0,0,0,0,0,0,0,1,0
vogue,0,0,0,1,0,0,1,0,0
voice,0,0,0,0,0,0,1,0,0
voila,0,0,0,0,1,0,0,0,0
volvo,0,1,0,0,0,0,0,0,0
vomit,0,0,0,0,0,0,0,0,1
vow,0,0,0,1,0,0,0,0,0
vuitton,1,2,0,3,0,1,1,0,0
vulture,0,0,0,0,1,0,0,0,0
wack,0,1,0,1,2,1,0,0,0
wade,0,1,0,0,0,0,0,0,0
waffle,0,0,0,0,0,0,1,0,0
wage,0,0,0,1,0,0,0,0,0
wah,0,0,2,0,0,0,0,1,0
waist,0,1,0,0,0,1,0,0,0
wait,2,3,0,2,2,1,2,1,1
waited,0,0,2,0,0,0,0,0,0
waiter,0,0,0,0,0,1,0,0,0
waitin,0,0,0,1,0,1,0,0,0
waiting,1,3,0,0,1,1,1,1,0
waitress,0,0,0,0,1,0,0,0,0
wake,0,2,2,2,1,0,6,2,0
wakin,0,0,0,0,0,0,1,1,0
waking,0,1,0,0,0,0,0,0,0
waldo,0,0,0,0,0,0,1,0,0
walk,1,2,4,2,2,6,1,0,0
walked,0,2,0,3,1,2,0,0,0
walkin,0,0,0,1,0,0,2,0,0
walking,0,0,0,1,0,0,0,0,0
walkingroundalwaysmad,0,0,0,0,0,0,0,1,0
wall,0,0,0,1,2,3,0,0,0
wallet,0,0,0,0,0,1,0,0,0
wan,0,0,0,1,0,0,0,0,0
wang,0,0,0,0,0,0,0,1,0
wanna,5,5,4,8,4,11,10,5,5
wanted,1,1,2,4,2,2,1,0,0
wantin,0,0,2,0,0,0,0,0,0
wanting,0,0,0,0,0,0,1,0,0
wap,0,0,0,0,0,0,1,0,0
war,0,2,0,0,2,1,1,2,0
wardrobe,0,1,0,0,0,0,0,0,0
warm,0,0,0,0,0,1,1,0,0
warmin,0,0,0,0,0,1,0,0,0
warn,0,0,0,0,0,0,0,0,1
warned,0,1,0,0,0,0,0,0,0
warrior,1,0,0,0,0,0,0,0,0
warryn,0,0,0,1,0,0,0,0,0
wash,0,0,0,1,0,0,0,0,0
washin,0,0,0,1,0,0,0,0,0
washington,0,0,0,0,0,0,0,0,1
wassup,0,1,0,0,0,0,0,0,0
waste,1,0,0,0,1,0,0,0,1
wasting,1,0,0,0,0,0,0,0,0
wasyou,0,0,0,1,0,0,0,0,0
watch,2,2,4,3,3,3,0,3,1
watched,0,0,0,0,1,1,0,0,0
watchful,0,0,0,0,1,0,0,0,0
